L2_pred,L2
0,655
1,675
2,1651
3,727
4,785
5,926
6,930
7,939
8,861
9,789
10,768
11,725
12,811
13,718
14,625
15,1256
16,1449
17,814
18,948
19,1011
20,1022
21,818
22,568
23,685
24,994
25,990
26,776
27,823
28,970
29,930
30,884
31,711
32,1258
33,1543
34,950
35,998
36,1024
37,756
38,1944
39,1082
40,1018
41,1189
42,751
43,1482
44,803
45,1311
46,952
47,1087
48,845
49,1275
50,745
51,1004
52,1148
53,1315
54,715
55,1946
56,1833
57,761
58,757
59,750
60,649
61,998
62,1116
63,763
64,699
65,2091
66,751
67,808
68,805
69,1568
70,1643
71,1440
72,972
73,1196
74,879
75,1275
76,735
77,710
78,1528
79,1183
80,731
81,1021
82,832
83,1273
84,530
85,702
86,828
87,1406
88,914
89,846
90,1297
91,648
92,1230
93,1164
94,590
95,1508
96,661
97,727
98,717
99,1090
