L2_pred,L2
0,1809
1,1132
2,884
3,620
4,633
5,1152
6,838
7,832
8,1161
9,1684
10,558
11,873
12,697
13,741
14,1068
15,689
16,1100
17,927
18,712
19,1325
20,612
21,676
22,1258
23,1176
24,974
25,1038
26,1040
27,1709
28,1351
29,1135
30,1994
31,1086
32,948
33,984
34,1094
35,629
36,1112
37,723
38,774
39,715
40,855
41,1164
42,1200
43,1206
44,713
45,2524
46,943
47,912
48,792
49,589
50,996
51,590
52,681
53,1612
54,1750
55,591
56,780
57,1235
58,840
59,830
60,710
61,835
62,940
63,988
64,1332
65,874
66,749
67,634
68,882
69,691
70,836
71,673
72,804
73,1301
74,1306
75,998
76,1648
77,1209
78,1510
79,1534
80,642
81,842
82,841
83,700
84,1287
85,1155
86,1176
87,1007
88,786
89,811
90,674
91,746
92,1330
93,1010
94,1054
95,744
96,1056
97,899
98,786
99,734
