L2_pred,L2
0,820
1,1450
2,1845
3,1271
4,895
5,1130
6,682
7,908
8,722
9,634
10,630
11,823
12,858
13,667
14,1080
15,1745
16,601
17,1007
18,823
19,1308
20,998
21,968
22,679
23,781
24,898
25,1104
26,1759
27,1192
28,648
29,818
30,734
31,1747
32,721
33,911
34,804
35,1154
36,1615
37,649
38,800
39,786
40,1011
41,1025
42,1367
43,1219
44,1361
45,684
46,791
47,625
48,1329
49,836
50,1122
51,635
52,710
53,1090
54,1098
55,872
56,1145
57,1348
58,1168
59,675
60,719
61,996
62,863
63,798
64,1055
65,1972
66,1077
67,777
68,605
69,1006
70,1471
71,717
72,704
73,1537
74,866
75,1208
76,1404
77,1905
78,657
79,894
80,599
81,1074
82,1217
83,837
84,641
85,1039
86,1279
87,1015
88,756
89,1107
90,1336
91,874
92,793
93,1092
94,988
95,1034
96,1027
97,704
98,761
99,820
