model_times,model_recall
0.004516,0.196333
0.004743,0.269233
0.005125,0.392600
0.005392,0.464833
0.005925,0.561000
0.007778,0.781100
0.009163,0.861067
0.011244,0.925833
0.013036,0.954400
0.016125,0.980967
0.019105,0.994633
