model_times,model_recall
0.007942,0.156400
0.009587,0.200733
0.011819,0.282933
0.014078,0.334100
0.018798,0.411967
0.037205,0.605867
0.047543,0.685733
0.057821,0.769133
0.063108,0.818900
0.067395,0.887400
0.069935,0.956467
