model_times,model_recall
0.008445,0.051467
0.009568,0.060900
0.012069,0.069433
0.013465,0.077133
0.014942,0.084300
0.021838,0.189333
0.022500,0.350533
0.022854,0.608467
0.023266,0.820633
0.024348,0.959533
0.025717,0.994233
