model_times,model_recall
0.013495,0.107200
0.016476,0.138100
0.020982,0.171600
0.024506,0.195833
0.031375,0.226067
0.065177,0.335900
0.085558,0.443833
0.104852,0.594033
0.116621,0.692733
0.122038,0.822133
0.123316,0.935367
