model_times,model_recall
0.004460,0.125067
0.004773,0.156633
0.005236,0.194533
0.005672,0.219900
0.006622,0.259567
0.012384,0.390067
0.016400,0.477733
0.020933,0.615600
0.022865,0.711233
0.024550,0.835367
0.025801,0.924000
