model_times,model_recall
0.049684,0.002767
0.049690,0.006067
0.049702,0.012767
0.049714,0.021400
0.049742,0.040000
0.049955,0.164400
0.050213,0.279733
0.050720,0.451133
0.051223,0.582867
0.052217,0.775067
0.053438,0.926967
