L1_pred,L2_pred,L2
0,0,122
0,1,52
0,2,76
0,3,40
0,4,36
0,5,79
0,6,52
0,7,51
0,8,97
0,9,79
0,10,34
0,11,61
0,12,67
0,13,112
0,14,67
0,15,88
0,16,25
0,17,43
0,18,37
0,19,66
0,20,334
0,21,58
0,22,58
0,23,53
0,24,48
0,25,46
0,26,65
0,27,85
0,28,63
0,29,55
0,30,38
0,31,65
0,32,58
0,33,44
0,34,44
0,35,58
0,36,78
0,37,72
0,38,57
0,39,51
0,40,54
0,41,45
0,42,343
0,43,59
0,44,82
0,45,53
0,46,60
0,47,67
0,48,42
0,49,64
0,50,55
0,51,58
0,52,57
0,53,70
0,54,32
0,55,49
0,56,52
0,57,24
0,58,72
0,59,55
0,60,100
0,61,33
0,62,64
0,63,30
0,64,56
0,65,41
0,66,63
0,67,71
0,68,62
0,69,56
0,70,99
0,71,89
0,72,67
0,73,67
0,74,46
0,75,98
0,76,46
0,77,56
0,78,92
0,79,38
0,80,85
0,81,81
0,82,217
0,83,57
0,84,63
0,85,29
0,86,69
0,87,134
0,88,32
0,89,108
0,90,62
0,91,45
0,92,42
0,93,30
0,94,58
0,95,87
0,96,39
0,97,63
0,98,20
0,99,30
1,0,248
1,1,248
1,2,108
1,3,89
1,4,268
1,5,252
1,6,96
1,7,52
1,8,80
1,9,53
1,10,96
1,11,63
1,12,117
1,13,78
1,14,168
1,15,86
1,16,94
1,17,73
1,18,68
1,19,91
1,20,92
1,21,87
1,22,93
1,23,86
1,24,36
1,25,76
1,26,259
1,27,125
1,28,140
1,29,128
1,30,462
1,31,70
1,32,93
1,33,78
1,34,79
1,35,74
1,36,192
1,37,55
1,38,590
1,39,92
1,40,39
1,41,175
1,42,92
1,43,67
1,44,65
1,45,73
1,46,93
1,47,396
1,48,57
1,49,76
1,50,61
1,51,84
1,52,63
1,53,249
1,54,196
1,55,216
1,56,56
1,57,75
1,58,101
1,59,78
1,60,193
1,61,437
1,62,147
1,63,69
1,64,65
1,65,48
1,66,285
1,67,191
1,68,185
1,69,68
1,70,99
1,71,74
1,72,73
1,73,70
1,74,74
1,75,32
1,76,893
1,77,86
1,78,79
1,79,79
1,80,41
1,81,123
1,82,64
