L2_pred,L2
0,728
1,726
2,1301
3,1465
4,731
5,1269
6,1154
7,1273
8,2297
9,1487
10,787
11,1186
12,820
13,769
14,734
15,682
16,1501
17,883
18,1177
19,723
20,1133
21,738
22,771
23,672
24,1151
25,721
26,649
27,1076
28,924
29,936
30,1853
31,1150
32,1066
33,994
34,1487
35,1286
36,721
37,1001
38,903
39,1489
40,1167
41,1058
42,650
43,1026
44,784
45,635
46,912
47,1037
48,796
49,905
50,1282
51,1307
52,931
53,645
54,753
55,819
56,1029
57,732
58,893
59,1227
60,756
61,1192
62,1270
63,610
64,762
65,977
66,615
67,1380
68,746
69,1035
70,1304
71,805
72,1048
73,881
74,992
75,1507
76,724
77,970
78,1001
79,1142
80,618
81,826
82,997
83,1420
84,859
85,1091
86,651
87,793
88,997
89,1272
90,1291
91,794
92,1426
93,900
94,738
95,699
96,838
97,1158
98,1047
99,866
