L2_pred,L2
0,630
1,888
2,815
3,731
4,1177
5,1027
6,2259
7,858
8,827
9,1205
10,888
11,771
12,1240
13,1088
14,1280
15,849
16,1025
17,1412
18,788
19,570
20,1377
21,1102
22,1199
23,1324
24,1114
25,1363
26,987
27,660
28,838
29,1030
30,1047
31,1462
32,1375
33,657
34,1393
35,1134
36,1007
37,616
38,938
39,945
40,864
41,1532
42,1432
43,1212
44,1026
45,1209
46,783
47,1116
48,1195
49,714
50,857
51,762
52,829
53,802
54,658
55,1212
56,665
57,713
58,1056
59,1061
60,836
61,652
62,1159
63,650
64,981
65,1019
66,681
67,734
68,741
69,1232
70,1081
71,1176
72,824
73,622
74,818
75,1154
76,2038
77,929
78,754
79,1465
80,1545
81,657
82,667
83,950
84,1300
85,1096
86,1227
87,785
88,1072
89,717
90,1003
91,619
92,577
93,1073
94,876
95,986
96,856
97,1506
98,633
99,715
