L2_pred,L2
0,870
1,1550
2,749
3,963
4,775
5,929
6,1212
7,791
8,1214
9,1443
10,792
11,756
12,1433
13,1455
14,1272
15,759
16,995
17,981
18,894
19,1036
20,1258
21,673
22,1477
23,758
24,1299
25,560
26,1170
27,574
28,845
29,806
30,748
31,1540
32,641
33,1748
34,1084
35,760
36,784
37,1536
38,1374
39,747
40,698
41,1157
42,1062
43,945
44,912
45,817
46,723
47,705
48,1329
49,1111
50,1060
51,866
52,922
53,922
54,1158
55,938
56,782
57,540
58,1139
59,1810
60,741
61,894
62,716
63,1194
64,660
65,1034
66,937
67,631
68,644
69,566
70,732
71,843
72,1173
73,1202
74,1278
75,684
76,944
77,1124
78,731
79,1065
80,879
81,816
82,1831
83,1006
84,1615
85,1348
86,726
87,1213
88,606
89,656
90,910
91,982
92,953
93,927
94,1171
95,1350
96,880
97,1175
98,999
99,1317
