L2_pred,L2
0,929
1,1495
2,885
3,752
4,713
5,881
6,1122
7,1118
8,859
9,1008
10,887
11,1071
12,929
13,757
14,2261
15,1167
16,645
17,765
18,748
19,783
20,1099
21,704
22,995
23,1085
24,839
25,1454
26,602
27,876
28,1030
29,728
30,839
31,628
32,995
33,673
34,838
35,992
36,1307
37,1039
38,1018
39,1681
40,731
41,1107
42,850
43,1219
44,1056
45,826
46,707
47,623
48,741
49,1400
50,1049
51,798
52,2127
53,567
54,1203
55,1570
56,783
57,851
58,740
59,1535
60,660
61,824
62,905
63,600
64,1267
65,621
66,999
67,588
68,1214
69,1519
70,1288
71,768
72,870
73,730
74,1453
75,813
76,1077
77,1469
78,1328
79,912
80,2046
81,669
82,1015
83,872
84,667
85,638
86,1613
87,849
88,812
89,736
90,1283
91,628
92,1101
93,1029
94,915
95,1296
96,679
97,1162
98,1345
99,1060
