L2_pred,L2
0,2064
1,873
2,1573
3,1076
4,1055
5,1383
6,766
7,788
8,731
9,1046
10,940
11,1008
12,1389
13,1497
14,1098
15,872
16,1087
17,1458
18,1050
19,887
20,1116
21,1773
22,732
23,664
24,894
25,995
26,867
27,985
28,689
29,862
30,867
31,1159
32,583
33,714
34,775
35,1148
36,984
37,649
38,1137
39,1034
40,808
41,1234
42,663
43,1169
44,992
45,805
46,872
47,996
48,1015
49,929
50,654
51,1022
52,592
53,1934
54,1241
55,904
56,498
57,1516
58,1020
59,821
60,828
61,789
62,1586
63,860
64,754
65,631
66,789
67,672
68,879
69,734
70,659
71,809
72,886
73,859
74,1547
75,1028
76,972
77,736
78,944
79,755
80,857
81,860
82,1038
83,972
84,1389
85,1055
86,775
87,886
88,1493
89,643
90,845
91,1072
92,988
93,799
94,770
95,684
96,1194
97,1527
98,1648
99,1835
