L2_pred,L2
0,698
1,895
2,1181
3,901
4,1094
5,1043
6,769
7,714
8,906
9,672
10,1218
11,733
12,811
13,837
14,1088
15,1667
16,1948
17,751
18,1766
19,862
20,902
21,1918
22,936
23,866
24,862
25,995
26,606
27,745
28,776
29,688
30,775
31,966
32,651
33,682
34,865
35,1373
36,931
37,1022
38,1037
39,949
40,930
41,890
42,1756
43,668
44,861
45,1093
46,992
47,854
48,1348
49,899
50,878
51,1035
52,1155
53,595
54,939
55,883
56,769
57,1087
58,661
59,754
60,949
61,538
62,1051
63,1090
64,867
65,1064
66,1930
67,839
68,1119
69,752
70,976
71,1601
72,758
73,577
74,1129
75,726
76,1032
77,926
78,1253
79,860
80,806
81,1353
82,1075
83,817
84,877
85,649
86,1597
87,1656
88,917
89,965
90,1008
91,1142
92,910
93,1194
94,1245
95,1615
96,691
97,895
98,1062
99,1343
