L2_pred,L2
0,1067
1,863
2,626
3,878
4,886
5,1032
6,775
7,1147
8,807
9,819
10,1652
11,1540
12,634
13,1071
14,698
15,1094
16,1003
17,1511
18,1145
19,992
20,1335
21,615
22,857
23,995
24,1322
25,1219
26,686
27,771
28,987
29,1318
30,1652
31,691
32,850
33,1175
34,887
35,794
36,1678
37,1026
38,703
39,1361
40,759
41,813
42,1708
43,917
44,1069
45,993
46,1131
47,640
48,731
49,948
50,755
51,705
52,1265
53,1632
54,905
55,808
56,887
57,797
58,732
59,656
60,1653
61,1442
62,1073
63,1397
64,1144
65,1119
66,1109
67,948
68,571
69,739
70,1493
71,716
72,1558
73,957
74,1183
75,716
76,1072
77,819
78,573
79,1775
80,632
81,993
82,786
83,694
84,812
85,657
86,762
87,926
88,881
89,1125
90,548
91,1535
92,1196
93,739
94,607
95,1368
96,740
97,1148
98,1145
99,636
