L2_pred,L2
0,880
1,848
2,1438
3,770
4,812
5,940
6,840
7,1171
8,893
9,578
10,899
11,800
12,1049
13,696
14,916
15,916
16,766
17,1301
18,1300
19,1510
20,1063
21,1503
22,1026
23,1118
24,734
25,1144
26,643
27,785
28,1143
29,745
30,809
31,734
32,725
33,979
34,738
35,913
36,1155
37,1174
38,884
39,910
40,1025
41,1379
42,627
43,1252
44,1001
45,1385
46,1009
47,987
48,672
49,852
50,1023
51,1098
52,915
53,1788
54,538
55,2094
56,1261
57,670
58,1656
59,1240
60,1872
61,1235
62,941
63,1386
64,1143
65,825
66,1116
67,931
68,1350
69,920
70,813
71,692
72,924
73,1245
74,1103
75,1212
76,702
77,923
78,559
79,864
80,1377
81,1155
82,890
83,1283
84,822
85,715
86,714
87,861
88,591
89,1407
90,626
91,813
92,791
93,1103
94,1209
95,1055
96,832
97,813
98,616
99,851
