L2_pred,L2
0,1353
1,751
2,858
3,1101
4,1048
5,858
6,833
7,885
8,1627
9,1127
10,1392
11,1154
12,1051
13,1118
14,912
15,1996
16,626
17,712
18,1250
19,1100
20,844
21,928
22,675
23,746
24,790
25,1196
26,1113
27,855
28,1663
29,1198
30,1097
31,822
32,1132
33,1020
34,1120
35,633
36,1088
37,730
38,1095
39,808
40,1804
41,810
42,1064
43,669
44,790
45,841
46,996
47,1934
48,732
49,696
50,770
51,534
52,942
53,2523
54,827
55,1071
56,773
57,598
58,1217
59,990
60,670
61,1416
62,898
63,1147
64,612
65,889
66,905
67,1183
68,960
69,896
70,992
71,792
72,863
73,860
74,1103
75,1134
76,1073
77,700
78,1032
79,900
80,1115
81,969
82,1067
83,893
84,858
85,899
86,972
87,835
88,1186
89,1180
90,1331
91,688
92,700
93,886
94,890
95,623
96,1522
97,996
98,642
99,837
