L2_pred,L2
0,1469
1,865
2,696
3,644
4,1663
5,1216
6,852
7,672
8,912
9,1089
10,1261
11,950
12,1300
13,830
14,1604
15,921
16,929
17,1192
18,965
19,668
20,868
21,1017
22,1295
23,671
24,1214
25,1166
26,731
27,825
28,987
29,733
30,1150
31,742
32,744
33,1063
34,1705
35,705
36,1163
37,1144
38,1303
39,819
40,1111
41,850
42,1985
43,802
44,809
45,887
46,847
47,644
48,707
49,887
50,1366
51,784
52,928
53,951
54,904
55,875
56,848
57,874
58,707
59,979
60,1065
61,1060
62,1949
63,1425
64,993
65,898
66,721
67,1104
68,688
69,723
70,1500
71,919
72,818
73,665
74,690
75,1419
76,2318
77,799
78,796
79,855
80,968
81,577
82,934
83,597
84,918
85,758
86,870
87,901
88,745
89,1177
90,875
91,924
92,936
93,1410
94,843
95,1811
96,885
97,790
98,1311
99,877
