L2_pred,L2
0,910
1,977
2,1021
3,758
4,1409
5,894
6,768
7,1048
8,1431
9,1044
10,733
11,1145
12,1450
13,1142
14,710
15,835
16,632
17,751
18,677
19,2121
20,1100
21,2392
22,590
23,616
24,1208
25,678
26,1187
27,1192
28,937
29,526
30,1169
31,976
32,769
33,940
34,948
35,952
36,893
37,754
38,1143
39,1688
40,1194
41,1144
42,918
43,858
44,643
45,1220
46,1465
47,1190
48,777
49,826
50,809
51,1069
52,1153
53,856
54,1043
55,711
56,1054
57,726
58,1599
59,862
60,998
61,2073
62,637
63,1138
64,923
65,804
66,1092
67,533
68,1180
69,887
70,575
71,1016
72,768
73,836
74,1258
75,808
76,1071
77,810
78,1102
79,774
80,752
81,719
82,857
83,754
84,620
85,823
86,1007
87,937
88,704
89,668
90,847
91,1200
92,1158
93,1421
94,1547
95,1200
96,675
97,1526
98,1133
99,938
