L2_pred,L2
0,1303
1,1065
2,663
3,751
4,843
5,1046
6,691
7,1211
8,845
9,1047
10,1039
11,1210
12,971
13,1193
14,1259
15,1721
16,1110
17,752
18,662
19,1133
20,917
21,1168
22,673
23,650
24,1101
25,977
26,1204
27,770
28,1307
29,835
30,1869
31,812
32,843
33,1109
34,1205
35,808
36,935
37,669
38,741
39,605
40,1421
41,619
42,1187
43,717
44,1118
45,649
46,1333
47,1155
48,1350
49,1083
50,858
51,1043
52,1156
53,689
54,648
55,826
56,994
57,1364
58,734
59,879
60,907
61,779
62,1560
63,859
64,743
65,931
66,796
67,965
68,611
69,812
70,841
71,728
72,1230
73,841
74,985
75,1547
76,902
77,719
78,951
79,1057
80,913
81,940
82,913
83,735
84,1421
85,818
86,1103
87,1660
88,874
89,1130
90,1217
91,687
92,765
93,1247
94,1610
95,1034
96,1003
97,1198
98,1079
99,1353
