L2_pred,L2
0,1088
1,986
2,794
3,948
4,1059
5,1169
6,1081
7,735
8,745
9,894
10,758
11,685
12,768
13,636
14,781
15,769
16,1707
17,1291
18,1043
19,1031
20,1256
21,683
22,706
23,1144
24,1557
25,601
26,1069
27,1144
28,713
29,971
30,2257
31,1038
32,1025
33,1024
34,788
35,1301
36,942
37,1329
38,1280
39,641
40,688
41,809
42,1314
43,2439
44,884
45,674
46,681
47,1310
48,934
49,707
50,674
51,1475
52,1154
53,1366
54,1014
55,1169
56,1244
57,1200
58,980
59,911
60,850
61,1186
62,1488
63,713
64,1278
65,964
66,1679
67,1024
68,1290
69,574
70,763
71,837
72,619
73,634
74,1114
75,1513
76,1573
77,882
78,770
79,674
80,1046
81,830
82,918
83,857
84,982
85,660
86,983
87,759
88,917
89,718
90,621
91,1166
92,943
93,762
94,1217
95,715
96,829
97,1199
98,667
99,722
