L1_pred,L2_pred,L2
0,0,53
0,1,68
0,2,54
0,3,64
0,4,39
0,5,49
0,6,45
0,7,67
0,8,46
0,9,154
0,10,40
0,11,46
0,12,474
0,13,15
0,14,39
0,15,123
0,16,78
0,17,37
0,18,35
0,19,47
0,20,50
0,21,57
0,22,69
0,23,49
0,24,44
0,25,97
0,26,37
0,27,69
0,28,75
0,29,66
0,30,53
0,31,39
0,32,34
0,33,83
0,34,105
0,35,45
0,36,90
0,37,102
0,38,38
0,39,68
0,40,27
0,41,77
0,42,28
0,43,58
0,44,38
0,45,37
0,46,42
0,47,57
0,48,43
0,49,55
0,50,49
0,51,63
0,52,44
0,53,77
0,54,32
0,55,55
0,56,76
0,57,19
0,58,82
0,59,74
0,60,87
0,61,36
0,62,33
0,63,240
0,64,28
0,65,19
0,66,56
0,67,26
0,68,38
0,69,41
0,70,50
0,71,51
0,72,54
0,73,46
0,74,42
0,75,25
0,76,70
0,77,34
0,78,30
0,79,43
0,80,14
0,81,13
0,82,59
0,83,37
0,84,32
0,85,74
0,86,29
0,87,53
0,88,112
0,89,62
0,90,62
0,91,35
0,92,206
0,93,26
0,94,225
0,95,31
0,96,61
0,97,36
0,98,44
0,99,46
1,0,34
1,1,61
1,2,21
1,3,36
1,4,42
1,5,69
1,6,24
1,7,40
1,8,36
1,9,34
1,10,38
1,11,69
1,12,41
1,13,50
1,14,37
1,15,61
1,16,71
1,17,50
1,18,43
1,19,54
1,20,124
1,21,92
1,22,25
1,23,23
1,24,42
1,25,62
1,26,30
1,27,101
1,28,40
1,29,30
1,30,21
1,31,69
1,32,49
1,33,100
1,34,44
1,35,63
1,36,41
1,37,35
1,38,31
1,39,38
1,40,42
1,41,58
1,42,33
1,43,68
1,44,48
1,45,76
1,46,45
1,47,36
1,48,24
1,49,26
1,50,101
1,51,31
1,52,37
1,53,18
1,54,43
1,55,47
1,56,101
1,57,119
1,58,48
1,59,35
1,60,75
1,61,56
1,62,87
1,63,52
1,64,44
1,65,262
1,66,62
1,67,49
1,68,51
1,69,138
1,70,107
1,71,45
1,72,73
1,73,61
1,74,84
1,75,205
1,76,73
1,77,45
1,78,37
1,79,21
1,80,70
1,81,71
1,82,22
1,83,230
1,84,58
1,85,74
1,86,52
1,87,47
1,88,44
1,89,53
1,90,51
1,91,38
1,92,74
1,93,51
1,94,103
1,95,40
1,96,35
1,97,35
1,98,35
1,99,66
2,0,22
2,1,6
2,2,23
2,3,24
2,4,25
2,5,24
2,6,26
2,7,23
2,8,66
2,9,17
2,10,29
2,11,14
2,12,23
2,13,33
2,14,14
2,15,32
2,16,39
2,17,27
2,18,12
2,19,15
2,20,17
2,21,32
2,22,31
2,23,14
2,24,23
2,25,28
2,26,35
2,27,23
2,28,23
2,29,40
2,30,45
2,31,32
2,32,13
2,33,15
2,34,13
2,35,28
2,36,13
2,37,22
2,38,9
2,39,19
2,40,22
2,41,26
2,42,25
2,43,18
2,44,23
2,45,26
2,46,30
2,47,24
2,48,13
2,49,10
2,50,21
2,51,25
2,52,36
2,53,41
2,54,22
2,55,27
2,56,26
2,57,17
2,58,18
2,59,11
2,60,23
2,61,21
2,62,40
2,63,33
2,64,27
2,65,16
2,66,24
2,67,21
2,68,22
2,69,25
2,70,30
2,71,43
2,72,11
2,73,21
2,74,30
2,75,24
2,76,15
2,77,27
2,78,10
2,79,19
2,80,20
2,81,11
2,82,17
2,83,14
2,84,31
2,85,33
2,86,37
2,87,19
2,88,13
2,89,8
2,90,17
2,91,33
2,92,20
2,93,30
2,94,29
2,95,21
2,96,13
2,97,19
2,98,34
2,99,25
3,0,1
3,1,83
3,2,53
3,3,65
3,4,58
3,5,36
3,6,38
3,7,50
3,8,50
3,9,59
3,10,52
3,11,34
3,12,43
3,13,30
3,14,45
3,15,55
3,16,23
3,17,52
3,18,46
3,19,42
3,20,34
3,21,82
3,22,69
3,23,33
3,24,42
3,25,47
3,26,42
3,27,27
3,28,60
3,29,36
3,30,43
3,31,51
3,32,36
3,33,30
3,34,30
3,35,50
3,36,26
3,37,25
3,38,38
3,39,35
3,40,39
3,41,39
3,42,19
3,43,32
3,44,42
3,45,49
3,46,61
3,47,16
3,48,50
3,49,29
3,50,39
3,51,21
3,52,27
3,53,40
3,54,32
3,55,33
3,56,63
3,57,33
3,58,50
3,59,39
3,60,28
3,61,34
3,62,20
3,63,48
3,64,32
3,65,32
3,66,23
3,67,41
3,68,53
3,69,40
3,70,45
3,71,25
3,72,47
3,73,60
3,74,36
3,75,48
3,76,53
3,77,47
3,78,25
3,79,26
3,80,48
3,81,20
3,82,18
3,83,47
3,84,21
3,85,59
3,86,37
3,87,46
3,88,44
3,89,41
3,90,56
3,91,43
3,92,54
3,93,7
3,94,30
3,95,46
3,96,45
3,97,22
3,98,45
3,99,49
4,0,39
4,1,32
4,2,13
4,3,105
4,4,49
4,5,30
4,6,28
4,7,55
4,8,37
4,9,35
4,10,43
4,11,108
4,12,75
4,13,53
4,14,31
4,15,42
4,16,34
4,17,76
4,18,44
4,19,47
4,20,90
4,21,183
4,22,51
4,23,176
4,24,70
4,25,211
4,26,66
4,27,48
4,28,60
4,29,103
4,30,18
4,31,59
4,32,45
4,33,145
4,34,25
4,35,55
4,36,80
4,37,48
4,38,55
4,39,47
4,40,29
4,41,54
4,42,24
4,43,45
4,44,39
4,45,119
4,46,23
4,47,34
4,48,76
4,49,80
4,50,108
4,51,51
4,52,79
4,53,47
4,54,25
4,55,29
4,56,24
4,57,96
4,58,116
4,59,41
4,60,57
4,61,34
4,62,63
4,63,42
4,64,35
4,65,128
4,66,23
4,67,166
4,68,320
4,69,59
4,70,40
4,71,37
4,72,65
4,73,22
4,74,66
4,75,53
4,76,49
4,77,51
4,78,38
4,79,94
4,80,135
4,81,38
4,82,29
4,83,26
4,84,154
4,85,35
4,86,50
4,87,64
4,88,35
4,89,33
4,90,207
4,91,306
4,92,366
4,93,54
4,94,117
4,95,110
4,96,39
4,97,53
4,98,20
4,99,67
5,0,21
5,1,63
5,2,40
5,3,14
5,4,27
5,5,45
5,6,35
5,7,29
5,8,49
5,9,66
5,10,36
5,11,25
5,12,24
5,13,77
5,14,25
5,15,63
5,16,22
5,17,68
5,18,33
5,19,21
5,20,198
5,21,24
5,22,33
5,23,40
5,24,29
5,25,84
5,26,77
5,27,50
5,28,41
5,29,34
5,30,31
5,31,25
5,32,39
5,33,39
5,34,41
5,35,76
5,36,30
5,37,56
5,38,37
5,39,44
5,40,32
5,41,38
5,42,21
5,43,16
5,44,42
5,45,35
5,46,36
5,47,138
5,48,48
5,49,50
5,50,8
5,51,27
5,52,52
5,53,27
5,54,50
5,55,29
5,56,20
5,57,52
5,58,23
5,59,19
5,60,160
5,61,44
5,62,20
5,63,30
5,64,65
5,65,23
5,66,14
5,67,44
5,68,43
5,69,35
5,70,25
5,71,38
5,72,31
5,73,48
5,74,17
5,75,44
5,76,54
5,77,30
5,78,24
5,79,36
5,80,23
5,81,46
5,82,19
5,83,23
5,84,15
5,85,44
5,86,19
5,87,76
5,88,29
5,89,55
5,90,31
5,91,73
5,92,60
5,93,36
5,94,24
5,95,36
5,96,141
5,97,24
5,98,31
5,99,26
6,0,417
6,1,55
6,2,44
6,3,50
6,4,55
6,5,48
6,6,83
6,7,62
6,8,27
6,9,33
6,10,58
6,11,80
6,12,324
6,13,59
6,14,49
6,15,51
6,16,71
6,17,139
6,18,30
6,19,62
6,20,47
6,21,57
6,22,42
6,23,43
6,24,74
6,25,64
6,26,65
6,27,47
6,28,52
6,29,35
6,30,12
6,31,30
6,32,58
6,33,42
6,34,57
6,35,59
6,36,51
6,37,35
6,38,64
6,39,52
6,40,53
6,41,52
6,42,30
6,43,72
6,44,56
6,45,42
6,46,42
6,47,55
6,48,37
6,49,60
6,50,194
6,51,76
6,52,347
6,53,76
6,54,40
6,55,86
6,56,55
6,57,62
6,58,26
6,59,386
6,60,330
6,61,37
6,62,49
6,63,31
6,64,60
6,65,51
6,66,29
6,67,62
6,68,63
6,69,70
6,70,25
6,71,31
6,72,35
6,73,53
6,74,66
6,75,30
6,76,65
6,77,73
6,78,51
6,79,93
6,80,37
6,81,80
6,82,44
6,83,18
6,84,47
6,85,63
6,86,44
6,87,68
6,88,35
6,89,87
6,90,84
6,91,56
6,92,53
6,93,49
6,94,66
6,95,227
6,96,48
6,97,61
6,98,72
6,99,66
7,0,54
7,1,202
7,2,43
7,3,37
7,4,48
7,5,23
7,6,21
7,7,28
7,8,28
7,9,33
7,10,33
7,11,33
7,12,49
7,13,31
7,14,23
7,15,32
7,16,36
7,17,45
7,18,28
7,19,50
7,20,33
7,21,41
7,22,21
7,23,38
7,24,44
7,25,23
7,26,22
7,27,28
7,28,28
7,29,44
7,30,33
7,31,45
7,32,18
7,33,34
7,34,29
7,35,25
7,36,78
7,37,30
7,38,43
7,39,37
7,40,48
7,41,29
7,42,31
7,43,16
7,44,31
7,45,35
7,46,30
7,47,49
7,48,31
7,49,21
7,50,22
7,51,25
7,52,41
7,53,32
7,54,33
7,55,44
7,56,29
7,57,31
7,58,19
7,59,29
7,60,37
7,61,75
7,62,37
7,63,35
7,64,26
7,65,34
7,66,28
7,67,47
7,68,20
7,69,13
7,70,49
7,71,29
7,72,30
7,73,14
7,74,34
7,75,23
7,76,28
7,77,38
7,78,25
7,79,19
7,80,25
7,81,22
7,82,29
7,83,42
7,84,25
7,85,33
7,86,33
7,87,42
7,88,20
7,89,24
7,90,28
7,91,37
7,92,30
7,93,22
7,94,36
7,95,6
7,96,15
7,97,20
7,98,27
7,99,24
8,0,1026
8,1,89
8,2,90
8,3,163
8,4,180
8,5,89
8,6,82
8,7,115
8,8,92
8,9,78
8,10,316
8,11,101
8,12,540
8,13,31
8,14,57
8,15,107
8,16,53
8,17,884
8,18,199
8,19,99
8,20,42
8,21,78
8,22,140
8,23,80
8,24,82
8,25,99
8,26,127
8,27,345
8,28,77
8,29,68
8,30,56
8,31,137
8,32,80
8,33,66
8,34,182
8,35,54
8,36,73
8,37,315
8,38,58
8,39,57
8,40,80
8,41,30
8,42,83
8,43,109
8,44,101
8,45,296
8,46,302
8,47,80
8,48,69
8,49,194
8,50,100
8,51,42
8,52,272
8,53,121
8,54,151
8,55,223
8,56,53
8,57,71
8,58,328
8,59,41
8,60,106
8,61,445
8,62,110
8,63,236
8,64,108
8,65,44
8,66,395
8,67,60
8,68,53
8,69,121
8,70,117
8,71,640
8,72,34
8,73,74
8,74,53
8,75,192
8,76,83
8,77,188
8,78,48
8,79,134
8,80,65
8,81,97
8,82,502
8,83,256
8,84,113
8,85,51
8,86,49
8,87,41
8,88,539
8,89,69
8,90,67
8,91,112
8,92,73
8,93,68
8,94,76
8,95,310
8,96,124
8,97,333
8,98,73
8,99,583
9,0,31
9,1,24
9,2,31
9,3,9
9,4,10
9,5,30
9,6,18
9,7,9
9,8,11
9,9,7
9,10,16
9,11,14
9,12,38
9,13,19
9,14,15
9,15,23
9,16,22
9,17,9
9,18,9
9,19,20
9,20,22
9,21,18
9,22,20
9,23,245
9,24,20
9,25,21
9,26,16
9,27,22
9,28,18
9,29,17
9,30,45
9,31,18
9,32,10
9,33,17
9,34,5
9,35,11
9,36,6
9,37,16
9,38,19
9,39,7
9,40,27
9,41,49
9,42,17
9,43,22
9,44,20
9,45,18
9,46,19
9,47,13
9,48,15
9,49,24
9,50,12
9,51,24
9,52,16
9,53,19
9,54,14
9,55,12
9,56,8
9,57,28
9,58,21
9,59,18
9,60,24
9,61,10
9,62,22
9,63,47
9,64,83
9,65,26
9,66,14
9,67,19
9,68,8
9,69,18
9,70,36
9,71,10
9,72,20
9,73,10
9,74,33
9,75,19
9,76,203
9,77,25
9,78,10
9,79,322
9,80,20
9,81,14
9,82,49
9,83,12
9,84,25
9,85,11
9,86,11
9,87,22
9,88,24
9,89,38
9,90,3
9,91,23
9,92,9
9,93,18
9,94,18
9,95,87
9,96,12
9,97,17
9,98,6
9,99,36
10,0,36
10,1,21
10,2,55
10,3,38
10,4,25
10,5,19
10,6,31
10,7,29
10,8,45
10,9,35
10,10,45
10,11,30
10,12,19
10,13,41
10,14,43
10,15,29
10,16,22
10,17,26
10,18,38
10,19,24
10,20,14
10,21,28
10,22,70
10,23,91
10,24,26
10,25,30
10,26,66
10,27,9
10,28,58
10,29,37
10,30,18
10,31,27
10,32,51
10,33,9
10,34,18
10,35,41
10,36,40
10,37,30
