L2_pred,L2
0,781
1,786
2,1084
3,1488
4,1119
5,888
6,784
7,793
8,1616
9,630
10,853
11,1391
12,1444
13,745
14,1659
15,826
16,1215
17,909
18,1124
19,919
20,1072
21,1078
22,663
23,839
24,1700
25,743
26,2111
27,895
28,1194
29,1129
30,1027
31,1138
32,2232
33,1613
34,710
35,676
36,885
37,807
38,630
39,1033
40,1082
41,1146
42,1064
43,705
44,881
45,661
46,759
47,555
48,1138
49,1688
50,842
51,796
52,1403
53,902
54,717
55,928
56,766
57,1408
58,843
59,1086
60,693
61,2244
62,761
63,616
64,944
65,1065
66,760
67,824
68,1333
69,1129
70,679
71,955
72,826
73,1259
74,1154
75,790
76,743
77,977
78,763
79,938
80,854
81,700
82,720
83,1091
84,1059
85,1103
86,987
87,617
88,765
89,829
90,614
91,1393
92,1186
93,854
94,697
95,557
96,779
97,1283
98,1021
99,839
