model_times,model_recall
0.004812,0.368200
0.004976,0.464100
0.005166,0.531967
0.005291,0.598033
0.005376,0.647933
0.005537,0.709700
0.005986,0.812667
0.006702,0.903100
0.007280,0.941233
0.008195,0.978100
0.009096,0.995533
