L2_pred,L2
0,1311
1,726
2,1015
3,921
4,749
5,1109
6,1250
7,1824
8,1726
9,1335
10,812
11,1066
12,707
13,1825
14,787
15,760
16,871
17,659
18,694
19,1690
20,702
21,1036
22,1244
23,734
24,1605
25,919
26,1136
27,795
28,881
29,903
30,901
31,874
32,1778
33,1078
34,1097
35,1430
36,714
37,868
38,963
39,623
40,853
41,991
42,1335
43,747
44,1128
45,942
46,1255
47,941
48,1331
49,657
50,2110
51,783
52,856
53,1173
54,973
55,672
56,1123
57,964
58,688
59,1545
60,963
61,738
62,721
63,722
64,838
65,936
66,866
67,1072
68,926
69,749
70,661
71,1179
72,1139
73,926
74,1106
75,942
76,584
77,740
78,733
79,923
80,1444
81,761
82,1213
83,631
84,1700
85,655
86,915
87,1035
88,826
89,708
90,928
91,736
92,811
93,981
94,1103
95,1035
96,900
97,793
98,1273
99,903
