L2_pred,L2
0,627
1,1460
2,1180
3,903
4,978
5,674
6,755
7,637
8,1427
9,1228
10,855
11,1143
12,618
13,728
14,914
15,713
16,1275
17,1101
18,744
19,822
20,1476
21,1295
22,1923
23,1105
24,644
25,819
26,1955
27,1606
28,710
29,818
30,903
31,704
32,1081
33,856
34,636
35,749
36,813
37,777
38,1142
39,1073
40,970
41,897
42,733
43,1074
44,1642
45,761
46,690
47,939
48,819
49,705
50,599
51,898
52,1471
53,1239
54,2227
55,1099
56,881
57,1809
58,797
59,726
60,743
61,1270
62,1015
63,800
64,804
65,963
66,899
67,1299
68,799
69,1007
70,762
71,1020
72,923
73,607
74,692
75,1025
76,734
77,1036
78,1774
79,673
80,498
81,933
82,1205
83,936
84,1146
85,970
86,1345
87,871
88,1135
89,745
90,846
91,679
92,1281
93,957
94,619
95,1016
96,932
97,1669
98,1848
99,681
