L2_pred,L2
0,1088
1,1059
2,2098
3,1130
4,1052
5,887
6,677
7,1132
8,655
9,1367
10,637
11,859
12,2009
13,1060
14,1361
15,1434
16,1229
17,658
18,2032
19,1043
20,710
21,638
22,601
23,1002
24,727
25,760
26,1170
27,946
28,815
29,852
30,827
31,837
32,836
33,764
34,688
35,1140
36,795
37,1259
38,1037
39,1295
40,656
41,614
42,1492
43,731
44,1431
45,805
46,1370
47,1313
48,1058
49,919
50,983
51,798
52,723
53,716
54,1522
55,1167
56,1234
57,691
58,1452
59,995
60,856
61,682
62,1453
63,803
64,746
65,786
66,748
67,619
68,708
69,981
70,1345
71,865
72,1042
73,1149
74,632
75,1400
76,782
77,1733
78,759
79,875
80,731
81,546
82,806
83,1306
84,713
85,572
86,836
87,1228
88,842
89,1355
90,980
91,1002
92,846
93,700
94,611
95,1364
96,1237
97,798
98,1009
99,1718
