L1_pred,L2_pred,L2
0,0,36
0,1,24
0,2,25
0,3,35
0,4,33
0,5,302
0,6,53
0,7,80
0,8,39
0,9,68
0,10,34
0,11,27
0,12,57
0,13,29
0,14,58
0,15,38
0,16,39
0,17,37
0,18,56
0,19,39
0,20,44
0,21,17
0,22,33
0,23,25
0,24,33
0,25,111
0,26,21
0,27,183
0,28,30
0,29,34
0,30,28
0,31,40
0,32,27
0,33,37
0,34,37
0,35,56
0,36,32
0,37,53
0,38,32
0,39,27
0,40,42
0,41,26
0,42,28
0,43,27
0,44,63
0,45,52
0,46,53
0,47,43
0,48,23
0,49,22
0,50,28
0,51,37
0,52,72
0,53,42
0,54,31
0,55,31
0,56,36
0,57,26
0,58,47
0,59,111
0,60,24
0,61,26
0,62,43
0,63,34
0,64,26
0,65,48
0,66,21
0,67,37
0,68,41
0,69,68
0,70,33
0,71,76
0,72,31
0,73,52
0,74,92
0,75,56
0,76,48
0,77,39
0,78,54
0,79,20
0,80,80
0,81,77
0,82,23
0,83,51
0,84,29
0,85,41
0,86,58
0,87,22
0,88,29
0,89,20
0,90,24
0,91,55
0,92,40
0,93,53
0,94,36
0,95,21
0,96,61
0,97,29
0,98,41
0,99,64
1,0,23
1,1,57
1,2,46
1,3,37
1,4,38
1,5,70
1,6,42
1,7,33
1,8,45
1,9,34
1,10,45
1,11,118
1,12,56
1,13,43
1,14,50
1,15,102
1,16,26
1,17,63
1,18,73
1,19,85
1,20,72
1,21,163
1,22,20
1,23,50
1,24,37
1,25,44
1,26,52
1,27,40
1,28,41
1,29,67
1,30,25
1,31,50
1,32,27
1,33,36
1,34,45
1,35,40
1,36,39
1,37,59
1,38,58
1,39,93
1,40,62
1,41,36
1,42,126
1,43,131
1,44,51
1,45,34
1,46,52
1,47,29
1,48,36
1,49,34
1,50,52
1,51,50
1,52,42
1,53,53
1,54,33
1,55,38
1,56,38
1,57,70
1,58,40
1,59,97
1,60,58
1,61,47
1,62,31
1,63,32
1,64,43
1,65,57
1,66,27
1,67,82
1,68,58
1,69,56
1,70,46
1,71,93
1,72,76
1,73,76
1,74,35
1,75,49
1,76,472
1,77,30
1,78,33
1,79,44
1,80,131
1,81,45
1,82,35
1,83,60
