L2_pred,L2
0,990
1,740
2,747
3,844
4,951
5,1148
6,857
7,979
8,1082
9,1074
10,1982
11,913
12,1046
13,1023
14,802
15,835
16,1816
17,1854
18,917
19,662
20,1186
21,874
22,715
23,1011
24,1970
25,935
26,1053
27,900
28,756
29,775
30,711
31,1137
32,907
33,1325
34,788
35,717
36,823
37,554
38,1213
39,791
40,1360
41,1009
42,877
43,762
44,676
45,1026
46,919
47,655
48,1429
49,680
50,684
51,1392
52,946
53,762
54,668
55,1213
56,720
57,1344
58,911
59,1041
60,1630
61,976
62,1800
63,1107
64,758
65,797
66,1126
67,611
68,651
69,732
70,1049
71,878
72,570
73,1325
74,976
75,1018
76,892
77,1151
78,986
79,1126
80,641
81,1033
82,747
83,836
84,754
85,1005
86,1025
87,2515
88,722
89,887
90,1355
91,1238
92,776
93,774
94,1074
95,1028
96,895
97,1110
98,1329
99,620
