L2_pred,L2
0,1135
1,1688
2,705
3,776
4,617
5,965
6,931
7,1033
8,1901
9,748
10,868
11,1416
12,971
13,984
14,851
15,1103
16,886
17,1451
18,1186
19,733
20,848
21,1007
22,885
23,557
24,1028
25,966
26,1070
27,777
28,1137
29,990
30,1331
31,1307
32,939
33,875
34,1132
35,599
36,993
37,1079
38,2414
39,1082
40,615
41,687
42,633
43,744
44,981
45,624
46,865
47,1015
48,732
49,1222
50,1214
51,916
52,684
53,2012
54,806
55,973
56,1037
57,986
58,757
59,780
60,959
61,983
62,1941
63,1317
64,929
65,1424
66,534
67,651
68,1018
69,679
70,744
71,1442
72,798
73,570
74,1005
75,805
76,914
77,707
78,745
79,882
80,1041
81,819
82,939
83,575
84,668
85,1140
86,759
87,975
88,743
89,780
90,2274
91,852
92,1115
93,1071
94,1283
95,1329
96,1076
97,1354
98,843
99,1070
