L2_pred,L2
0,685
1,1042
2,759
3,715
4,950
5,1933
6,808
7,1164
8,1916
9,824
10,835
11,686
12,727
13,909
14,648
15,1063
16,874
17,716
18,690
19,1016
20,502
21,794
22,827
23,593
24,1302
25,696
26,1331
27,1081
28,829
29,797
30,686
31,624
32,834
33,817
34,862
35,653
36,1451
37,493
38,731
39,870
40,1225
41,1255
42,919
43,598
44,701
45,654
46,825
47,1021
48,783
49,1243
50,777
51,940
52,1090
53,921
54,1605
55,1537
56,1148
57,680
58,1172
59,1055
60,1310
61,980
62,821
63,1318
64,808
65,1315
66,955
67,869
68,945
69,1291
70,883
71,791
72,663
73,1022
74,2212
75,1361
76,758
77,1871
78,1378
79,968
80,2117
81,850
82,727
83,758
84,736
85,971
86,1539
87,1176
88,833
89,876
90,649
91,1449
92,610
93,1269
94,746
95,870
96,1882
97,966
98,1705
99,870
