L2_pred,L2
0,642
1,668
2,767
3,846
4,866
5,918
6,698
7,1092
8,1003
9,1452
10,796
11,730
12,1199
13,1293
14,768
15,1231
16,724
17,1017
18,1398
19,670
20,1319
21,1196
22,1524
23,691
24,691
25,925
26,644
27,1170
28,723
29,556
30,1718
31,999
32,1276
33,1024
34,1124
35,1376
36,911
37,1058
38,1142
39,858
40,652
41,1259
42,877
43,2292
44,802
45,695
46,1021
47,1219
48,861
49,1962
50,900
51,982
52,1175
53,1488
54,708
55,1282
56,663
57,772
58,652
59,1362
60,1981
61,963
62,980
63,1481
64,1566
65,1028
66,744
67,602
68,807
69,785
70,859
71,1204
72,1277
73,941
74,1035
75,859
76,629
77,749
78,952
79,781
80,953
81,767
82,709
83,675
84,1283
85,968
86,1314
87,856
88,789
89,1100
90,658
91,1166
92,1063
93,792
94,781
95,1022
96,909
97,785
98,846
99,1014
