L2_pred,L2
0,944
1,974
2,949
3,1061
4,790
5,935
6,814
7,1291
8,987
9,828
10,1594
11,1587
12,1045
13,1017
14,1812
15,658
16,993
17,872
18,664
19,796
20,1105
21,861
22,806
23,931
24,1114
25,1427
26,547
27,745
28,805
29,924
30,1178
31,1219
32,677
33,883
34,464
35,697
36,940
37,546
38,1909
39,1061
40,1254
41,790
42,886
43,731
44,989
45,1370
46,806
47,826
48,1074
49,820
50,1109
51,638
52,691
53,913
54,1283
55,684
56,1091
57,939
58,777
59,1042
60,581
61,781
62,910
63,1472
64,691
65,2293
66,635
67,834
68,2573
69,835
70,1529
71,764
72,1323
73,705
74,908
75,797
76,834
77,1324
78,862
79,1146
80,1083
81,879
82,828
83,662
84,821
85,1028
86,671
87,1155
88,982
89,722
90,1324
91,750
92,1141
93,1758
94,772
95,1694
96,959
97,1191
98,875
99,745
