L2_pred,L2
0,598
1,1080
2,932
3,1018
4,747
5,687
6,863
7,713
8,1078
9,881
10,652
11,658
12,1072
13,679
14,1053
15,1314
16,665
17,1426
18,1267
19,716
20,676
21,667
22,739
23,1146
24,1784
25,658
26,1038
27,1000
28,1082
29,1854
30,694
31,1075
32,1096
33,650
34,1031
35,782
36,611
37,948
38,702
39,589
40,1395
41,1344
42,800
43,850
44,1058
45,690
46,1497
47,927
48,896
49,767
50,1128
51,701
52,1737
53,760
54,919
55,1820
56,1023
57,1082
58,1403
59,1624
60,607
61,1056
62,844
63,634
64,1084
65,1820
66,625
67,851
68,534
69,2073
70,1076
71,1430
72,1091
73,1206
74,1249
75,966
76,571
77,689
78,826
79,692
80,986
81,1169
82,2099
83,1046
84,1380
85,583
86,1782
87,780
88,827
89,539
90,816
91,689
92,656
93,582
94,1385
95,945
96,775
97,919
98,1922
99,854
