L2_pred,L2
0,1313
1,1028
2,1219
3,624
4,788
5,809
6,977
7,688
8,1001
9,1335
10,624
11,566
12,1081
13,1021
14,671
15,936
16,1869
17,1479
18,582
19,1121
20,968
21,1115
22,882
23,1517
24,1336
25,1916
26,719
27,764
28,920
29,1405
30,1226
31,2073
32,741
33,558
34,691
35,1154
36,649
37,821
38,1178
39,1145
40,1150
41,1352
42,1149
43,591
44,746
45,1139
46,1438
47,922
48,797
49,701
50,859
51,1639
52,725
53,833
54,679
55,649
56,1203
57,684
58,1211
59,927
60,643
61,1776
62,769
63,915
64,696
65,851
66,1263
67,1455
68,1147
69,1003
70,736
71,946
72,1343
73,806
74,757
75,657
76,610
77,534
78,1005
79,862
80,2114
81,969
82,861
83,1245
84,806
85,1235
86,676
87,878
88,1089
89,924
90,653
91,1596
92,915
93,823
94,848
95,1028
96,464
97,746
98,765
99,1687
