L2_pred,L2
0,634
1,735
2,592
3,1572
4,770
5,753
6,683
7,775
8,969
9,934
10,795
11,1052
12,862
13,1114
14,716
15,785
16,1510
17,892
18,1155
19,889
20,1214
21,688
22,795
23,1650
24,862
25,1299
26,715
27,706
28,822
29,1179
30,841
31,857
32,763
33,1592
34,1038
35,1333
36,935
37,757
38,1296
39,851
40,1077
41,1351
42,2112
43,1598
44,809
45,619
46,1023
47,896
48,788
49,732
50,723
51,672
52,1471
53,605
54,793
55,1504
56,565
57,987
58,850
59,829
60,1525
61,991
62,724
63,760
64,976
65,681
66,684
67,1935
68,850
69,1607
70,1402
71,2256
72,1162
73,671
74,651
75,833
76,1134
77,801
78,680
79,1653
80,635
81,1049
82,820
83,1043
84,733
85,711
86,672
87,771
88,1127
89,778
90,737
91,1332
92,870
93,2331
94,863
95,1014
96,1587
97,1324
98,558
99,685
