model_times,model_recall
0.006675,0.445467
0.006767,0.568567
0.006922,0.627833
0.006997,0.701433
0.007039,0.752200
0.007116,0.781367
0.007232,0.810200
0.007402,0.867467
0.007645,0.916133
0.008054,0.966267
0.008398,0.985900
