L1_pred,L2_pred,L2
0,0,33
0,1,34
0,2,31
0,3,27
0,4,39
0,5,43
0,6,19
0,7,34
0,8,54
0,9,32
0,10,32
0,11,88
0,12,51
0,13,21
0,14,37
0,15,32
0,16,40
0,17,25
0,18,36
0,19,21
0,20,18
0,21,38
0,22,65
0,23,46
0,24,36
0,25,21
0,26,164
0,27,26
0,28,9
0,29,33
0,30,29
0,31,54
0,32,26
0,33,82
0,34,75
0,35,38
0,36,29
0,37,22
0,38,15
0,39,23
0,40,35
0,41,26
0,42,31
0,43,92
0,44,22
0,45,55
0,46,24
0,47,21
0,48,32
0,49,25
0,50,34
0,51,39
0,52,31
0,53,29
0,54,27
0,55,29
0,56,19
0,57,31
0,58,29
0,59,20
0,60,43
0,61,20
0,62,43
0,63,31
0,64,24
0,65,29
0,66,40
0,67,28
0,68,73
0,69,59
0,70,36
0,71,40
0,72,30
0,73,31
0,74,21
0,75,40
0,76,252
0,77,66
0,78,40
0,79,18
0,80,31
0,81,37
0,82,32
0,83,27
0,84,41
0,85,23
0,86,30
0,87,15
0,88,22
0,89,50
0,90,30
0,91,19
0,92,29
0,93,58
0,94,26
0,95,26
0,96,29
0,97,34
0,98,38
0,99,39
1,0,60
1,1,55
1,2,82
1,3,73
1,4,63
1,5,73
1,6,48
1,7,76
1,8,81
1,9,145
1,10,55
1,11,88
1,12,190
1,13,41
1,14,45
1,15,79
1,16,41
1,17,289
1,18,62
1,19,57
1,20,50
1,21,208
1,22,65
1,23,37
1,24,63
1,25,62
1,26,54
1,27,158
1,28,52
1,29,52
1,30,49
1,31,51
1,32,45
1,33,46
1,34,142
1,35,105
1,36,105
1,37,68
1,38,65
1,39,103
1,40,66
1,41,40
1,42,81
1,43,66
1,44,244
1,45,27
1,46,75
1,47,103
1,48,71
1,49,76
1,50,73
1,51,60
1,52,170
1,53,139
1,54,87
1,55,80
1,56,110
1,57,54
1,58,64
1,59,44
1,60,56
1,61,109
1,62,132
1,63,117
1,64,100
1,65,76
1,66,63
1,67,168
1,68,97
1,69,82
1,70,62
1,71,70
1,72,46
1,73,49
1,74,342
1,75,67
1,76,53
1,77,403
1,78,51
1,79,72
1,80,35
1,81,32
1,82,72
1,83,424
1,84,69
1,85,71
1,86,43
1,87,45
1,88,75
1,89,50
1,90,75
1,91,68
1,92,141
1,93,39
1,94,48
1,95,51
1,96,53
1,97,72
1,98,99
1,99,28
2,0,31
2,1,59
2,2,40
2,3,59
2,4,78
2,5,33
2,6,75
2,7,33
2,8,72
2,9,117
2,10,43
2,11,56
2,12,55
2,13,54
2,14,56
2,15,40
2,16,54
2,17,34
2,18,27
2,19,88
2,20,37
2,21,103
2,22,44
2,23,23
2,24,34
2,25,36
2,26,47
2,27,70
2,28,35
2,29,20
2,30,94
2,31,28
2,32,70
2,33,30
2,34,14
2,35,56
2,36,39
2,37,51
2,38,53
2,39,34
2,40,49
2,41,36
2,42,35
2,43,21
2,44,57
2,45,47
2,46,25
2,47,23
2,48,27
2,49,26
2,50,34
2,51,35
2,52,33
2,53,22
2,54,26
2,55,26
2,56,27
2,57,32
2,58,111
2,59,48
2,60,63
2,61,22
2,62,9
2,63,43
2,64,32
2,65,34
2,66,36
2,67,58
2,68,30
2,69,77
2,70,67
2,71,32
2,72,28
2,73,22
2,74,25
2,75,45
2,76,11
2,77,35
2,78,35
2,79,31
2,80,27
2,81,53
2,82,32
2,83,170
2,84,33
2,85,36
2,86,34
2,87,47
2,88,33
2,89,37
2,90,76
2,91,31
2,92,80
2,93,19
2,94,221
2,95,31
2,96,30
2,97,51
2,98,46
2,99,45
3,0,60
3,1,52
3,2,110
3,3,376
3,4,367
3,5,543
3,6,62
3,7,47
3,8,53
3,9,81
3,10,53
3,11,153
3,12,90
3,13,216
3,14,27
3,15,29
3,16,39
3,17,87
3,18,31
3,19,49
3,20,58
3,21,62
3,22,44
3,23,31
3,24,91
3,25,47
3,26,74
3,27,70
3,28,68
3,29,37
3,30,48
3,31,65
3,32,130
3,33,162
3,34,111
3,35,28
3,36,42
3,37,330
3,38,38
3,39,45
3,40,197
3,41,41
3,42,32
3,43,32
3,44,35
3,45,61
3,46,145
3,47,125
3,48,31
3,49,140
3,50,39
3,51,85
3,52,62
3,53,26
3,54,114
3,55,121
3,56,58
3,57,272
3,58,89
3,59,45
3,60,67
3,61,235
3,62,324
3,63,52
3,64,20
3,65,27
3,66,58
3,67,62
3,68,66
3,69,41
3,70,30
3,71,161
3,72,34
3,73,31
3,74,46
3,75,26
3,76,43
3,77,43
3,78,71
3,79,375
3,80,46
3,81,143
3,82,58
3,83,182
3,84,54
3,85,37
3,86,63
3,87,54
3,88,125
3,89,97
3,90,47
3,91,40
3,92,53
3,93,70
3,94,64
3,95,50
3,96,40
3,97,168
3,98,23
3,99,113
4,0,12
4,1,40
4,2,22
4,3,30
4,4,36
4,5,34
4,6,46
4,7,29
4,8,33
4,9,21
4,10,35
4,11,31
4,12,22
4,13,61
4,14,45
4,15,23
4,16,110
4,17,19
4,18,30
4,19,41
4,20,28
4,21,51
4,22,36
4,23,40
4,24,26
4,25,43
4,26,31
4,27,30
4,28,35
4,29,32
4,30,30
4,31,14
4,32,31
4,33,24
4,34,22
4,35,14
4,36,20
4,37,37
4,38,34
4,39,26
4,40,33
4,41,19
4,42,26
4,43,37
4,44,18
4,45,23
4,46,28
4,47,31
4,48,41
4,49,37
4,50,35
4,51,140
4,52,29
4,53,45
4,54,25
4,55,34
4,56,27
4,57,27
4,58,26
4,59,36
4,60,26
4,61,27
4,62,42
4,63,22
4,64,40
4,65,20
4,66,37
4,67,21
4,68,32
4,69,15
4,70,33
4,71,23
4,72,28
4,73,9
4,74,36
4,75,30
4,76,33
4,77,30
4,78,19
4,79,19
4,80,34
4,81,36
4,82,69
4,83,29
4,84,21
4,85,32
4,86,23
4,87,192
4,88,22
4,89,48
4,90,19
4,91,30
4,92,13
4,93,22
4,94,22
4,95,23
4,96,50
4,97,27
4,98,18
4,99,38
5,0,45
5,1,11
5,2,14
5,3,13
5,4,63
5,5,26
5,6,10
5,7,31
5,8,21
5,9,15
5,10,13
5,11,7
5,12,19
5,13,13
5,14,6
5,15,35
5,16,3
5,17,23
5,18,10
5,19,15
5,20,9
5,21,23
5,22,23
5,23,9
5,24,25
5,25,13
5,26,13
5,27,22
5,28,7
5,29,23
5,30,44
5,31,12
5,32,6
5,33,56
5,34,36
5,35,16
5,36,10
5,37,9
5,38,48
5,39,13
5,40,9
5,41,34
5,42,13
5,43,14
5,44,15
5,45,18
5,46,16
5,47,38
5,48,9
5,49,11
5,50,14
5,51,106
5,52,20
5,53,12
5,54,9
5,55,15
5,56,43
5,57,13
5,58,21
5,59,8
5,60,9
5,61,18
5,62,11
5,63,14
5,64,25
5,65,10
5,66,33
5,67,9
5,68,30
5,69,2
5,70,84
5,71,109
5,72,20
5,73,14
5,74,23
5,75,9
5,76,49
5,77,11
5,78,52
5,79,10
5,80,3
5,81,11
5,82,7
5,83,2
5,84,10
5,85,20
5,86,33
5,87,15
5,88,26
5,89,7
5,90,36
5,91,7
5,92,58
5,93,13
5,94,16
5,95,2
5,96,16
5,97,20
5,98,6
5,99,28
6,0,14
6,1,19
6,2,27
6,3,26
6,4,14
6,5,21
6,6,23
6,7,31
6,8,15
6,9,20
6,10,22
6,11,6
6,12,15
6,13,24
6,14,25
6,15,20
6,16,26
6,17,17
6,18,17
6,19,19
6,20,12
6,21,16
6,22,21
6,23,17
6,24,17
6,25,9
6,26,17
6,27,28
6,28,16
6,29,34
6,30,15
6,31,23
6,32,20
6,33,31
6,34,7
6,35,21
6,36,13
6,37,22
6,38,20
6,39,35
6,40,17
6,41,16
6,42,25
6,43,13
6,44,23
6,45,30
6,46,17
6,47,10
6,48,12
6,49,27
6,50,3
6,51,19
6,52,31
6,53,26
6,54,26
6,55,41
6,56,20
6,57,39
6,58,17
6,59,22
6,60,5
6,61,22
6,62,21
6,63,14
6,64,20
6,65,20
6,66,17
6,67,17
6,68,18
6,69,25
6,70,19
6,71,18
6,72,23
6,73,21
6,74,13
6,75,17
