L2_pred,L2
0,1058
1,1240
2,866
3,1064
4,790
5,871
6,1081
7,839
8,1012
9,1262
10,1106
11,839
12,806
13,642
14,638
15,2276
16,1129
17,971
18,668
19,974
20,2079
21,1375
22,1917
23,807
24,880
25,859
26,861
27,694
28,603
29,641
30,867
31,929
32,751
33,777
34,725
35,1068
36,642
37,1099
38,1994
39,769
40,711
41,1566
42,1812
43,686
44,908
45,1035
46,657
47,751
48,890
49,741
50,1015
51,933
52,798
53,1710
54,826
55,1454
56,840
57,1450
58,1396
59,1072
60,741
61,753
62,936
63,972
64,900
65,1350
66,1083
67,987
68,1319
69,631
70,936
71,1709
72,1049
73,566
74,933
75,918
76,1190
77,1362
78,940
79,801
80,849
81,1116
82,725
83,699
84,1396
85,736
86,1279
87,810
88,636
89,1322
90,792
91,972
92,967
93,649
94,1120
95,724
96,857
97,1008
98,663
99,884
