L2_pred,L2
0,686
1,1094
2,665
3,854
4,1276
5,863
6,1267
7,1152
8,785
9,948
10,939
11,1131
12,800
13,746
14,2299
15,689
16,774
17,675
18,1219
19,920
20,923
21,987
22,911
23,1025
24,955
25,689
26,1149
27,974
28,1074
29,1688
30,801
31,1590
32,850
33,780
34,600
35,1116
36,828
37,1030
38,879
39,785
40,1058
41,638
42,622
43,1171
44,1070
45,627
46,662
47,584
48,1079
49,824
50,1077
51,667
52,1211
53,1044
54,764
55,746
56,1453
57,725
58,809
59,916
60,587
61,692
62,1566
63,828
64,1330
65,1070
66,769
67,799
68,1606
69,684
70,871
71,808
72,1316
73,830
74,981
75,1436
76,1337
77,666
78,1274
79,1186
80,1178
81,1223
82,966
83,694
84,914
85,862
86,1472
87,552
88,1770
89,1549
90,546
91,1719
92,1542
93,902
94,821
95,712
96,671
97,774
98,1251
99,2083
