L2_pred,L2
0,926
1,625
2,760
3,764
4,801
5,755
6,1255
7,1002
8,703
9,1417
10,1537
11,578
12,1034
13,771
14,1361
15,671
16,1074
17,987
18,985
19,1261
20,1536
21,749
22,1078
23,1091
24,1009
25,825
26,1547
27,1088
28,1316
29,1498
30,1116
31,1030
32,1140
33,915
34,820
35,1592
36,879
37,1049
38,721
39,864
40,730
41,1091
42,840
43,837
44,1237
45,735
46,979
47,869
48,862
49,799
50,679
51,757
52,921
53,899
54,1037
55,1021
56,1259
57,1380
58,756
59,1117
60,790
61,756
62,1212
63,872
64,699
65,1294
66,1180
67,696
68,800
69,1217
70,977
71,1950
72,1559
73,733
74,792
75,1177
76,848
77,967
78,935
79,676
80,957
81,1275
82,924
83,896
84,1637
85,959
86,975
87,663
88,712
89,690
90,973
91,1645
92,945
93,813
94,1101
95,1109
96,1011
97,752
98,682
99,1216
