L2_pred,L2
0,1088
1,1502
2,1156
3,1118
4,852
5,1822
6,1129
7,767
8,1363
9,916
10,580
11,679
12,1283
13,1520
14,694
15,1047
16,699
17,926
18,1182
19,1075
20,824
21,1198
22,647
23,1432
24,666
25,743
26,1296
27,804
28,849
29,1749
30,846
31,1209
32,607
33,832
34,710
35,1177
36,1586
37,1135
38,889
39,825
40,1109
41,1389
42,783
43,724
44,698
45,1142
46,722
47,1335
48,787
49,692
50,678
51,1029
52,774
53,782
54,997
55,1514
56,1345
57,1006
58,763
59,887
60,1398
61,1253
62,817
63,888
64,596
65,642
66,1901
67,950
68,879
69,588
70,701
71,1080
72,918
73,1879
74,957
75,1364
76,1249
77,1325
78,956
79,873
80,807
81,1430
82,688
83,804
84,826
85,949
86,773
87,858
88,1024
89,1106
90,689
91,740
92,845
93,941
94,736
95,925
96,1096
97,1119
98,587
99,1265
