L2_pred,L2
0,1092
1,709
2,913
3,1515
4,1371
5,1498
6,1340
7,797
8,792
9,1059
10,977
11,996
12,1086
13,1285
14,1393
15,657
16,731
17,849
18,876
19,1511
20,643
21,1293
22,759
23,762
24,821
25,761
26,798
27,1382
28,1212
29,1030
30,1031
31,707
32,1141
33,941
34,1186
35,741
36,973
37,968
38,675
39,1324
40,957
41,1578
42,727
43,840
44,1059
45,737
46,906
47,769
48,705
49,1655
50,810
51,1048
52,1556
53,742
54,830
55,1086
56,624
57,2049
58,1759
59,691
60,740
61,915
62,1036
63,1094
64,702
65,727
66,945
67,1196
68,801
69,774
70,1261
71,843
72,546
73,996
74,829
75,634
76,1000
77,1606
78,775
79,1049
80,954
81,926
82,668
83,1132
84,854
85,701
86,772
87,769
88,1481
89,1034
90,1036
91,1271
92,1763
93,672
94,908
95,557
96,1164
97,1155
98,863
99,1128
