L2_pred,L2
0,1226
1,961
2,681
3,948
4,985
5,803
6,1203
7,1045
8,1227
9,972
10,700
11,1379
12,933
13,1052
14,1174
15,1141
16,1159
17,955
18,1550
19,805
20,668
21,854
22,1327
23,1195
24,1129
25,1235
26,923
27,903
28,775
29,855
30,904
31,954
32,737
33,1220
34,1808
35,1026
36,1095
37,1034
38,763
39,920
40,1297
41,1639
42,641
43,938
44,729
45,1031
46,1152
47,776
48,901
49,882
50,1117
51,750
52,887
53,683
54,1059
55,1498
56,1297
57,1244
58,647
59,684
60,750
61,1017
62,936
63,1746
64,784
65,817
66,1000
67,1470
68,794
69,1378
70,1846
71,1024
72,800
73,750
74,755
75,987
76,1459
77,1934
78,935
79,723
80,819
81,579
82,799
83,1126
84,815
85,695
86,814
87,594
88,776
89,885
90,736
91,1286
92,898
93,1113
94,752
95,687
96,849
97,1061
98,705
99,1030
