L2_pred,L2
0,936
1,1377
2,879
3,1341
4,757
5,1000
6,1147
7,848
8,765
9,894
10,689
11,1318
12,800
13,859
14,1345
15,632
16,673
17,1186
18,792
19,592
20,1164
21,535
22,1747
23,1977
24,578
25,1527
26,872
27,1472
28,650
29,931
30,1326
31,630
32,635
33,804
34,705
35,825
36,825
37,831
38,1039
39,995
40,864
41,1944
42,1101
43,846
44,1930
45,818
46,1241
47,733
48,1273
49,1026
50,1072
51,1362
52,847
53,646
54,879
55,681
56,1174
57,906
58,730
59,847
60,780
61,1291
62,927
63,650
64,1261
65,2269
66,991
67,1582
68,1610
69,1087
70,654
71,1133
72,1491
73,935
74,799
75,616
76,997
77,613
78,891
79,623
80,1073
81,901
82,589
83,759
84,703
85,970
86,871
87,1026
88,1088
89,954
90,748
91,1131
92,903
93,807
94,807
95,1446
96,1035
97,1238
98,917
99,1016
