L2_pred,L2
0,917
1,963
2,1290
3,733
4,1107
5,656
6,1010
7,1189
8,1046
9,834
10,818
11,868
12,822
13,847
14,1039
15,821
16,717
17,821
18,703
19,787
20,883
21,908
22,1496
23,836
24,1293
25,1763
26,687
27,782
28,866
29,1029
30,1078
31,772
32,841
33,1401
34,1126
35,887
36,878
37,1218
38,1125
39,1232
40,565
41,752
42,821
43,585
44,636
45,812
46,864
47,1574
48,966
49,1339
50,1155
51,1303
52,849
53,1088
54,766
55,673
56,1213
57,2024
58,1043
59,757
60,1921
61,1084
62,558
63,1320
64,758
65,1448
66,1138
67,873
68,659
69,1127
70,859
71,910
72,1763
73,744
74,1532
75,678
76,869
77,763
78,2388
79,1425
80,853
81,910
82,1520
83,879
84,1184
85,876
86,1293
87,719
88,672
89,764
90,900
91,922
92,1365
93,720
94,554
95,880
96,784
97,1245
98,713
99,556
