L2_pred,L2
0,1069
1,739
2,957
3,820
4,726
5,659
6,1231
7,1024
8,835
9,1353
10,623
11,1440
12,647
13,861
14,916
15,990
16,1718
17,857
18,1496
19,926
20,1427
21,1552
22,655
23,1455
24,650
25,874
26,1407
27,928
28,796
29,815
30,1074
31,1202
32,1219
33,1138
34,717
35,1370
36,1168
37,958
38,630
39,904
40,901
41,1197
42,1189
43,1291
44,639
45,746
46,739
47,794
48,929
49,1074
50,955
51,1148
52,806
53,1780
54,1330
55,1019
56,1132
57,743
58,814
59,580
60,692
61,727
62,1775
63,925
64,1017
65,1123
66,658
67,1018
68,658
69,815
70,943
71,1218
72,1221
73,680
74,1159
75,952
76,1321
77,1661
78,712
79,1225
80,676
81,956
82,1546
83,918
84,975
85,1269
86,1039
87,552
88,947
89,1087
90,744
91,633
92,657
93,613
94,980
95,2192
96,803
97,920
98,663
99,698
