L2_pred,L2
0,521
1,803
2,1018
3,922
4,794
5,1107
6,735
7,737
8,1030
9,1417
10,1587
11,1898
12,894
13,676
14,874
15,842
16,691
17,785
18,1094
19,557
20,1763
21,700
22,1324
23,792
24,910
25,874
26,1148
27,829
28,643
29,1572
30,2193
31,781
32,672
33,1129
34,861
35,686
36,1149
37,1675
38,1264
39,694
40,863
41,1017
42,1792
43,1444
44,535
45,1497
46,674
47,921
48,777
49,1033
50,881
51,1034
52,987
53,1410
54,759
55,869
56,755
57,641
58,821
59,1308
60,1232
61,851
62,749
63,1260
64,902
65,1120
66,592
67,966
68,886
69,874
70,1790
71,1091
72,1043
73,774
74,851
75,1585
76,1179
77,773
78,963
79,761
80,849
81,659
82,1001
83,1280
84,1118
85,966
86,721
87,1258
88,1566
89,876
90,886
91,1097
92,843
93,945
94,925
95,701
96,1141
97,658
98,752
99,857
