L2_pred,L2
0,1772
1,975
2,647
3,914
4,851
5,933
6,1071
7,1324
8,831
9,1213
10,756
11,845
12,654
13,977
14,603
15,1293
16,2779
17,888
18,940
19,871
20,1114
21,1075
22,1201
23,852
24,1180
25,844
26,888
27,1355
28,861
29,1013
30,866
31,1092
32,944
33,871
34,1514
35,1781
36,958
37,1122
38,1057
39,891
40,1205
41,782
42,1768
43,1320
44,2014
45,990
46,709
47,722
48,851
49,1091
50,958
51,903
52,845
53,943
54,756
55,764
56,1183
57,844
58,1070
59,1233
60,1084
61,1041
62,916
63,958
64,753
65,1169
66,1265
67,674
68,788
69,755
70,1129
71,572
72,1481
73,1241
74,873
75,895
76,616
77,702
78,728
79,576
80,574
81,980
82,683
83,1094
84,832
85,773
86,1180
87,789
88,902
89,724
90,1547
91,867
92,706
93,743
94,1804
95,1172
96,656
97,762
98,710
99,719
