model_times,model_recall
0.005990,0.207333
0.006352,0.288967
0.006762,0.398800
0.007081,0.472167
0.007664,0.584533
0.009972,0.830500
0.011826,0.903033
0.015212,0.951933
0.018458,0.969233
0.024506,0.987000
0.030187,0.996200
