L2_pred,L2
0,1249
1,1002
2,924
3,753
4,704
5,723
6,1410
7,1306
8,1015
9,1270
10,576
11,844
12,807
13,824
14,1492
15,737
16,851
17,972
18,866
19,953
20,1049
21,1431
22,1867
23,687
24,1254
25,1354
26,1612
27,931
28,839
29,972
30,2085
31,1376
32,973
33,922
34,839
35,791
36,834
37,841
38,958
39,706
40,968
41,731
42,946
43,779
44,929
45,1141
46,1003
47,650
48,825
49,795
50,699
51,1009
52,1008
53,796
54,1339
55,688
56,859
57,600
58,556
59,776
60,716
61,1865
62,1201
63,1132
64,1353
65,1556
66,777
67,950
68,922
69,1205
70,662
71,819
72,752
73,1081
74,1144
75,947
76,714
77,1655
78,688
79,618
80,797
81,1339
82,737
83,1249
84,1254
85,1264
86,708
87,855
88,924
89,709
90,948
91,1424
92,756
93,663
94,635
95,1018
96,1769
97,1017
98,1218
99,1263
