L2_pred,L2
0,1297
1,1306
2,810
3,778
4,571
5,1110
6,1622
7,1120
8,959
9,707
10,1631
11,968
12,678
13,790
14,971
15,1480
16,1773
17,1518
18,641
19,761
20,1287
21,847
22,646
23,701
24,1311
25,879
26,728
27,1205
28,1037
29,1029
30,594
31,1777
32,948
33,718
34,719
35,1035
36,1010
37,729
38,731
39,1069
40,1058
41,945
42,996
43,909
44,1251
45,1226
46,1000
47,1515
48,851
49,890
50,972
51,1449
52,905
53,807
54,1031
55,1220
56,704
57,699
58,996
59,576
60,861
61,894
62,639
63,1021
64,892
65,1294
66,943
67,1194
68,965
69,763
70,785
71,704
72,1084
73,618
74,1492
75,1091
76,1160
77,598
78,874
79,851
80,966
81,876
82,1572
83,923
84,745
85,2005
86,781
87,928
88,1428
89,541
90,946
91,1742
92,1036
93,987
94,756
95,680
96,707
97,1091
98,977
99,1099
