L1_pred,L2_pred,L2
0,0,57
0,1,293
0,2,81
0,3,106
0,4,149
0,5,128
0,6,98
0,7,114
0,8,67
0,9,92
0,10,59
0,11,70
0,12,58
0,13,56
0,14,84
0,15,76
0,16,34
0,17,82
0,18,108
0,19,64
0,20,99
0,21,104
0,22,101
0,23,106
0,24,68
0,25,113
0,26,70
0,27,129
0,28,231
0,29,55
0,30,84
0,31,365
0,32,79
0,33,93
0,34,166
0,35,60
0,36,98
0,37,245
0,38,83
0,39,72
0,40,306
0,41,139
0,42,107
0,43,261
0,44,81
0,45,87
0,46,272
0,47,107
0,48,212
0,49,98
0,50,92
0,51,54
0,52,135
0,53,123
0,54,89
0,55,99
0,56,92
0,57,44
0,58,239
0,59,71
0,60,28
0,61,152
0,62,84
0,63,189
0,64,53
0,65,36
0,66,91
0,67,89
0,68,113
0,69,41
0,70,65
0,71,53
0,72,84
0,73,105
0,74,85
0,75,545
0,76,67
0,77,85
0,78,80
0,79,537
0,80,253
0,81,299
0,82,422
0,83,454
0,84,140
0,85,790
0,86,58
0,87,152
0,88,597
0,89,47
0,90,335
0,91,108
0,92,353
0,93,86
0,94,88
0,95,649
0,96,62
0,97,41
0,98,469
0,99,124
1,0,49
1,1,48
1,2,142
1,3,24
1,4,19
1,5,21
1,6,35
1,7,72
1,8,55
1,9,31
1,10,76
1,11,41
1,12,44
1,13,20
1,14,51
1,15,20
1,16,31
1,17,25
1,18,13
1,19,38
1,20,42
1,21,34
1,22,37
1,23,61
1,24,29
1,25,31
1,26,31
1,27,60
1,28,22
1,29,55
1,30,59
1,31,27
1,32,51
1,33,39
1,34,28
1,35,25
1,36,39
1,37,21
1,38,27
1,39,46
1,40,22
1,41,23
1,42,26
1,43,33
1,44,110
1,45,27
1,46,38
1,47,7
1,48,29
1,49,25
1,50,52
1,51,30
1,52,44
1,53,25
1,54,13
1,55,24
1,56,22
1,57,75
1,58,7
1,59,23
1,60,35
1,61,29
1,62,25
1,63,35
1,64,24
1,65,13
1,66,188
1,67,23
1,68,40
1,69,27
1,70,22
1,71,59
1,72,25
1,73,25
1,74,14
1,75,32
1,76,53
1,77,28
1,78,24
1,79,155
1,80,25
1,81,45
1,82,20
1,83,32
1,84,25
1,85,36
1,86,18
1,87,31
1,88,40
1,89,17
1,90,31
1,91,29
1,92,51
1,93,33
1,94,19
1,95,22
1,96,23
1,97,22
1,98,26
1,99,17
2,0,15
2,1,23
2,2,321
2,3,20
2,4,11
2,5,17
2,6,13
2,7,12
2,8,20
2,9,18
2,10,19
2,11,105
2,12,22
2,13,12
2,14,36
2,15,22
2,16,15
2,17,70
2,18,27
2,19,17
2,20,13
2,21,33
2,22,18
2,23,27
2,24,26
2,25,15
2,26,21
2,27,32
2,28,19
2,29,23
2,30,31
2,31,158
2,32,19
2,33,20
2,34,26
2,35,8
2,36,22
2,37,27
2,38,40
2,39,18
2,40,42
2,41,205
2,42,35
2,43,16
2,44,57
2,45,24
2,46,53
2,47,21
2,48,25
2,49,147
2,50,23
2,51,32
2,52,46
2,53,22
2,54,111
2,55,27
2,56,17
2,57,80
2,58,11
2,59,37
2,60,28
2,61,20
2,62,31
2,63,21
2,64,13
2,65,36
2,66,32
2,67,18
2,68,39
2,69,248
2,70,25
2,71,17
2,72,33
2,73,31
2,74,31
2,75,12
2,76,18
2,77,20
2,78,25
2,79,24
2,80,18
2,81,91
2,82,23
2,83,41
2,84,34
2,85,15
2,86,30
2,87,22
2,88,25
2,89,13
2,90,14
2,91,19
2,92,126
2,93,18
2,94,14
2,95,30
2,96,18
2,97,15
2,98,26
2,99,29
3,0,19
3,1,135
3,2,22
3,3,36
3,4,41
3,5,45
3,6,60
3,7,36
3,8,102
3,9,27
3,10,19
3,11,20
3,12,27
3,13,28
3,14,29
3,15,29
3,16,143
3,17,22
3,18,37
3,19,24
3,20,38
3,21,26
3,22,52
3,23,31
3,24,23
3,25,27
3,26,41
3,27,38
3,28,99
3,29,35
3,30,63
3,31,82
3,32,45
3,33,30
3,34,22
3,35,89
3,36,45
3,37,49
3,38,22
3,39,32
3,40,27
3,41,27
3,42,78
3,43,36
3,44,23
3,45,37
3,46,32
3,47,36
3,48,272
3,49,26
3,50,106
3,51,117
3,52,44
3,53,63
3,54,150
3,55,45
3,56,31
3,57,32
3,58,95
3,59,22
3,60,29
3,61,41
3,62,49
3,63,39
3,64,19
3,65,51
3,66,33
3,67,57
3,68,17
3,69,112
3,70,44
3,71,31
3,72,31
3,73,28
3,74,9
3,75,30
3,76,29
3,77,17
3,78,82
3,79,95
3,80,40
3,81,35
3,82,36
3,83,29
3,84,76
3,85,25
3,86,48
3,87,67
3,88,26
3,89,93
3,90,49
3,91,35
3,92,114
3,93,26
3,94,30
3,95,45
3,96,48
3,97,39
3,98,26
3,99,8
4,0,9
4,1,27
4,2,7
4,3,9
4,4,11
4,5,13
4,6,22
4,7,24
4,8,34
4,9,7
4,10,12
4,11,15
4,12,40
4,13,8
4,14,14
4,15,7
4,16,12
4,17,45
4,18,11
4,19,1
4,20,10
4,21,19
4,22,110
4,23,5
4,24,21
4,25,35
4,26,13
4,27,55
4,28,70
4,29,21
4,30,14
4,31,37
4,32,34
4,33,16
4,34,29
4,35,11
4,36,17
4,37,17
4,38,11
4,39,115
4,40,13
4,41,18
