L2_pred,L2
0,580
1,2440
2,677
3,1121
4,824
5,1076
6,871
7,1002
8,1818
9,639
10,1154
11,1424
12,875
13,1016
14,745
15,619
16,1385
17,530
18,1848
19,830
20,739
21,768
22,1293
23,824
24,884
25,1330
26,1197
27,1263
28,734
29,714
30,1583
31,872
32,810
33,658
34,1245
35,1156
36,561
37,876
38,766
39,799
40,863
41,1112
42,1543
43,1208
44,1004
45,918
46,622
47,673
48,749
49,1052
50,1333
51,701
52,669
53,992
54,693
55,1579
56,1207
57,873
58,834
59,789
60,1407
61,898
62,1261
63,1055
64,836
65,828
66,575
67,767
68,1482
69,927
70,639
71,951
72,1255
73,689
74,949
75,1038
76,793
77,1079
78,599
79,707
80,973
81,722
82,1227
83,1497
84,820
85,680
86,1095
87,954
88,1005
89,796
90,1169
91,991
92,965
93,1026
94,811
95,1293
96,931
97,1171
98,1309
99,1870
