L2_pred,L2
0,766
1,591
2,768
3,2090
4,1212
5,1070
6,801
7,959
8,1138
9,1598
10,1008
11,590
12,1618
13,1138
14,1213
15,738
16,931
17,952
18,727
19,1026
20,1288
21,633
22,1005
23,1010
24,738
25,654
26,847
27,1096
28,1047
29,602
30,990
31,1023
32,1784
33,1529
34,590
35,1404
36,1073
37,1027
38,1142
39,965
40,917
41,946
42,852
43,656
44,712
45,556
46,1367
47,1453
48,884
49,783
50,987
51,1302
52,891
53,800
54,1638
55,834
56,1011
57,1079
58,677
59,1099
60,1700
61,683
62,593
63,1132
64,849
65,695
66,936
67,823
68,781
69,702
70,1001
71,886
72,926
73,805
74,910
75,909
76,680
77,870
78,1199
79,781
80,1244
81,1549
82,1009
83,1141
84,739
85,1433
86,1704
87,922
88,913
89,711
90,999
91,1211
92,1154
93,993
94,1128
95,922
96,1081
97,998
98,774
99,689
