L2_pred,L2
0,558
1,1076
2,796
3,715
4,930
5,1672
6,821
7,1192
8,660
9,1095
10,802
11,1076
12,1464
13,797
14,612
15,669
16,785
17,692
18,1234
19,786
20,709
21,921
22,729
23,1053
24,1290
25,641
26,1058
27,665
28,1080
29,1641
30,1050
31,722
32,1298
33,1438
34,903
35,967
36,696
37,1214
38,1300
39,971
40,777
41,880
42,1635
43,1267
44,620
45,605
46,941
47,1102
48,774
49,1510
50,2082
51,1031
52,1149
53,1298
54,1448
55,723
56,793
57,979
58,1161
59,582
60,755
61,1101
62,1398
63,1003
64,915
65,1128
66,2010
67,1142
68,1008
69,657
70,1248
71,1641
72,735
73,1364
74,1221
75,661
76,770
77,1099
78,691
79,685
80,953
81,1045
82,858
83,1147
84,736
85,1065
86,651
87,784
88,816
89,1108
90,925
91,1366
92,780
93,971
94,1028
95,1015
96,781
97,1016
98,794
99,794
