L2_pred,L2
0,1336
1,1242
2,730
3,1203
4,1203
5,631
6,865
7,811
8,1752
9,1310
10,1004
11,1146
12,837
13,1045
14,786
15,1436
16,643
17,1753
18,706
19,879
20,909
21,1100
22,1613
23,951
24,681
25,847
26,587
27,949
28,1694
29,1286
30,688
31,1276
32,1043
33,761
34,1074
35,1375
36,977
37,1206
38,621
39,1364
40,656
41,890
42,741
43,1087
44,627
45,834
46,1129
47,938
48,2210
49,630
50,676
51,1243
52,1339
53,831
54,730
55,1362
56,823
57,713
58,1050
59,931
60,758
61,613
62,516
63,784
64,743
65,1686
66,1417
67,642
68,1067
69,1383
70,907
71,735
72,651
73,647
74,727
75,1029
76,1407
77,1080
78,964
79,1311
80,859
81,760
82,1132
83,695
84,1058
85,861
86,958
87,1660
88,894
89,940
90,1154
91,839
92,638
93,1129
94,1381
95,772
96,759
97,675
98,862
99,1147
