L2_pred,L2
0,1246
1,888
2,851
3,1091
4,951
5,754
6,1071
7,759
8,700
9,867
10,955
11,1344
12,777
13,732
14,1577
15,686
16,1138
17,705
18,938
19,745
20,993
21,744
22,905
23,1775
24,1748
25,669
26,2374
27,1024
28,725
29,869
30,1036
31,641
32,1350
33,1049
34,1367
35,871
36,798
37,1466
38,874
39,930
40,1658
41,819
42,1007
43,845
44,709
45,900
46,979
47,713
48,713
49,578
50,827
51,900
52,892
53,1164
54,794
55,609
56,733
57,662
58,609
59,798
60,1365
61,1249
62,521
63,801
64,1102
65,681
66,1314
67,1333
68,847
69,672
70,677
71,781
72,650
73,1534
74,924
75,717
76,839
77,1681
78,813
79,900
80,1561
81,782
82,1454
83,2323
84,1102
85,790
86,1262
87,789
88,1491
89,713
90,729
91,539
92,2258
93,651
94,854
95,1620
96,669
97,1062
98,767
99,1291
