L2_pred,L2
0,892
1,1065
2,616
3,829
4,897
5,1089
6,646
7,1095
8,1329
9,909
10,1222
11,750
12,1112
13,1075
14,1510
15,657
16,880
17,1530
18,661
19,695
20,1811
21,953
22,537
23,1575
24,1371
25,745
26,1032
27,658
28,1041
29,1193
30,811
31,1196
32,849
33,965
34,1063
35,1153
36,1175
37,940
38,603
39,914
40,743
41,1760
42,1276
43,719
44,830
45,750
46,599
47,892
48,671
49,1583
50,820
51,878
52,982
53,1277
54,570
55,1219
56,785
57,1172
58,842
59,1521
60,682
61,1486
62,705
63,735
64,807
65,634
66,812
67,1089
68,1461
69,856
70,1002
71,2116
72,899
73,1314
74,778
75,1518
76,731
77,675
78,789
79,835
80,647
81,925
82,1273
83,1244
84,789
85,733
86,631
87,1184
88,2422
89,731
90,798
91,965
92,841
93,777
94,650
95,1704
96,1118
97,761
98,795
99,1155
