L2_pred,L2
0,1224
1,1344
2,837
3,844
4,831
5,726
6,851
7,794
8,1320
9,862
10,588
11,675
12,758
13,984
14,867
15,1132
16,654
17,840
18,698
19,809
20,998
21,1344
22,900
23,884
24,858
25,1127
26,959
27,1166
28,1406
29,1217
30,694
31,599
32,858
33,1550
34,1080
35,1530
36,1134
37,1795
38,1151
39,781
40,969
41,1189
42,1068
43,1613
44,838
45,1030
46,630
47,1600
48,1781
49,777
50,829
51,1548
52,655
53,535
54,1227
55,759
56,772
57,994
58,1030
59,920
60,1226
61,761
62,1471
63,578
64,627
65,536
66,833
67,1080
68,1323
69,1397
70,1484
71,582
72,783
73,2108
74,945
75,1034
76,852
77,643
78,1067
79,717
80,753
81,1036
82,1329
83,888
84,1271
85,761
86,1417
87,572
88,1403
89,826
90,1009
91,1029
92,843
93,1170
94,1011
95,1153
96,818
97,881
98,753
99,597
