L2_pred,L2
0,748
1,961
2,732
3,826
4,924
5,1043
6,779
7,701
8,806
9,1025
10,738
11,829
12,825
13,1014
14,1575
15,1122
16,711
17,751
18,744
19,673
20,862
21,627
22,2172
23,844
24,1258
25,1072
26,1412
27,1071
28,748
29,940
30,1288
31,864
32,749
33,1149
34,1040
35,2110
36,753
37,706
38,806
39,1038
40,756
41,652
42,786
43,687
44,1485
45,765
46,715
47,1311
48,897
49,1792
50,612
51,1517
52,1002
53,929
54,1178
55,1849
56,1141
57,792
58,707
59,953
60,1067
61,1316
62,810
63,799
64,815
65,1214
66,946
67,892
68,687
69,1049
70,698
71,916
72,1506
73,1982
74,619
75,1503
76,636
77,1193
78,656
79,1275
80,1348
81,727
82,832
83,1043
84,956
85,784
86,658
87,1410
88,730
89,1340
90,1215
91,1315
92,984
93,871
94,1438
95,699
96,1085
97,762
98,628
99,1034
