L2_pred,L2
0,678
1,1069
2,658
3,1042
4,639
5,712
6,1017
7,839
8,964
9,1630
10,661
11,1413
12,610
13,873
14,789
15,1215
16,992
17,704
18,781
19,587
20,840
21,716
22,1433
23,1556
24,873
25,742
26,1761
27,568
28,1226
29,801
30,551
31,1106
32,982
33,898
34,912
35,739
36,939
37,1189
38,1062
39,993
40,578
41,876
42,1061
43,985
44,759
45,1093
46,1259
47,1123
48,890
49,653
50,1168
51,887
52,653
53,2112
54,899
55,1602
56,1215
57,1023
58,1279
59,968
60,1757
61,672
62,717
63,1503
64,784
65,990
66,1324
67,1021
68,714
69,1344
70,1078
71,1104
72,778
73,801
74,777
75,1336
76,848
77,1402
78,1196
79,864
80,986
81,1535
82,1337
83,1065
84,1107
85,628
86,1127
87,879
88,1067
89,723
90,885
91,775
92,906
93,906
94,721
95,1403
96,910
97,1123
98,1223
99,841
